Gender	Age	Married	Number of Dependents	City	Zip Code	Latitude	Longitude	Population	Number of Referrals	Tenure in Months	Offer	Phone Service	Avg Monthly Long Distance Charges	Multiple Lines	Internet Service	Internet Type	Avg Monthly GB Download	Online Security	Online Backup	Device Protection Plan	Premium Tech Support	Streaming TV	Streaming Movies	Streaming Music	Unlimited Data	Contract	Paperless Billing	Payment Method	Monthly Charge	Total Charges	Total Refunds	Total Extra Data Charges	Total Long Distance Charges	Total Revenue	Churn Label
1.0	0.9344262295081968	1.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.18181818181818182	0.43661971830985913	0.6	1.0	0.9469893978795759	1.0	1.0	0.6666666666666666	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5636815920398011	0.2636179530230385	0.0	0.0	0.4249646536053323	0.3175034057467429	1.0
1.0	0.9508196721311475	1.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.09090909090909091	0.323943661971831	0.6	1.0	0.32206441288257653	0.0	1.0	0.0	0.1411764705882353	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.7452736318407961	0.2552749554290067	0.0	0.0	0.10839561031441461	0.21708468078807602	1.0
0.0	0.8360655737704918	0.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.0	0.7464788732394366	0.4	1.0	0.24164832966593316	1.0	1.0	0.3333333333333333	0.058823529411764705	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.0	0.6388059701492538	0.49980094507815076	0.0	0.0	0.18299333467986267	0.4165347436344524	1.0
0.0	0.9016393442622951	0.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.0	0.014084507042253521	1.0	1.0	0.2634526905381076	0.0	1.0	0.6666666666666666	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5184079601990049	0.013870377742774886	0.0	0.0	0.007389079647209318	0.012024021281631216	1.0
0.0	0.9508196721311475	0.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.0	0.28169014084507044	0.0	0.0	0.0	0.0	1.0	0.0	0.09411764705882353	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.2353233830845771	0.0947674519239091	0.0	0.0	0.0	0.06844861022953354	1.0
1.0	0.8524590163934426	1.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.0	0.36619718309859156	0.0	0.0	0.0	0.0	1.0	0.0	0.15294117647058825	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.12437810945273632	0.09072865640812607	0.0	0.9333333333333333	0.0	0.07722954105837813	1.0
1.0	0.9836065573770492	1.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.09090909090909091	0.14084507042253522	0.0	1.0	0.5909181836367273	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.016915422885572132	0.022605715472625625	0.0	0.0	0.0911544244709262	0.04332594898864584	1.0
0.0	0.7704918032786885	1.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.18181818181818182	0.7605633802816901	0.4	1.0	0.8565713142628525	1.0	1.0	0.6666666666666666	0.3176470588235294	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.6686567164179105	0.5603367201518588	0.0	0.6	0.6606690006508226	0.6103323958644324	1.0
1.0	0.9508196721311475	0.0	0.0	0.7728506787330317	0.34493413563181	0.03204257062209089	0.7015500168126325	0.3314303626726447	0.0	0.028169014084507043	1.0	1.0	0.1844368873774755	1.0	1.0	0.6666666666666666	0.16470588235294117	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6278606965174128	0.02479243475902815	0.0	0.0	0.007759375210395208	0.020049792059195184	1.0
0.0	0.9508196721311475	0.0	0.0	0.7502262443438914	0.407871198568873	0.15399797518662772	0.6779965041201591	0.6078233941903984	0.0	0.056338028169014086	1.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.3058823529411765	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.10149253731343283	0.012947224482024478	0.0	0.0	0.0	0.00915223876103575	1.0
0.0	0.8688524590163934	1.0	0.0	0.5755656108597285	0.4156773459099041	0.15041335598623867	0.6970720893397239	0.43888329502061285	0.36363636363636365	0.056338028169014086	1.0	1.0	0.915383076615323	1.0	1.0	0.6666666666666666	0.25882352941176473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5582089552238806	0.03645878409176144	0.0	0.0	0.06418456428555398	0.04532549238024274	1.0
0.0	1.0	1.0	0.0	0.6742081447963801	0.41795413888437144	0.1352775411455663	0.7023521163586463	0.2502612230940213	0.18181818181818182	0.36619718309859156	0.0	1.0	0.14042808561712342	0.0	1.0	0.0	0.29411764705882354	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5666666666666667	0.22046053808295688	0.0	0.0	0.05317107655019188	0.1753911486544687	1.0
0.0	0.9016393442622951	0.0	0.0	0.02081447963800905	0.4563343633111075	0.13745097832845884	0.6443125770455294	0.34471949389212914	0.0	0.04225352112676056	0.0	1.0	0.9671934386877376	1.0	1.0	0.0	0.2823529411764706	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.7059701492537314	0.03777427748833077	0.0	0.0	0.0542539105455688	0.04331842247650683	1.0
0.0	0.8032786885245902	0.0	0.0	0.09864253393665158	0.4589364124247845	0.14546794653242492	0.6437671928820893	0.013270133176282842	0.0	0.0	0.0	1.0	0.916383276655331	1.0	1.0	0.6666666666666666	0.24705882352941178	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6711442786069652	0.007714099435145599	0.0	0.0	0.012850939204201172	0.009190707600857353	1.0
0.0	0.9672131147540983	1.0	0.0	0.9936651583710407	0.4693446088794926	0.1412080351687738	0.6498683134175293	0.19835856906738605	0.2727272727272727	0.9014084507042254	0.4	1.0	0.367873574714943	1.0	1.0	0.6666666666666666	0.32941176470588235	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.8656716417910447	0.7809357312239281	0.0	0.0	0.3353278798895847	0.6656898926468485	1.0
1.0	0.9180327868852459	1.0	0.0	0.8742081447963801	0.49861766140835906	0.19828946538909706	0.46495676744781683	0.005366947204437943	0.2727272727272727	0.676056338028169	0.4	1.0	0.45849169833966796	1.0	1.0	0.6666666666666666	0.16470588235294117	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.7144278606965174	0.5225509032477685	0.0	0.0	0.31505419780515725	0.4723906627762962	1.0
1.0	0.9508196721311475	1.0	0.0	0.8	0.5041470157749227	0.19809863581840254	0.4542095436589768	0.3012709690901837	0.09090909090909091	0.5915492957746479	0.4	1.0	0.29045809161832364	1.0	1.0	0.6666666666666666	0.058823529411764705	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.9203980099502488	0.5387810915133366	0.0	0.0	0.1751498013869252	0.44244601609168294	1.0
1.0	1.0	1.0	0.0	0.013574660633484163	0.5204098227354041	0.3522956265795928	0.4751065715081933	0.009907479529608451	0.0	0.7746478873239436	0.4	1.0	0.9761952390478095	1.0	1.0	0.6666666666666666	0.1411764705882353	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.5	1.0	0.0	0.8587064676616916	0.666493575430276	0.0	0.0	0.7666240265715119	0.7113256445830437	1.0
1.0	0.9180327868852459	1.0	0.0	0.12850678733031673	0.5215482192226378	0.37226437305469423	0.5648154898995119	0.0017098238881395216	0.6363636363636364	0.2676056338028169	0.0	1.0	0.10622124424884975	1.0	1.0	0.6666666666666666	0.11764705882352941	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.7592039800995024	0.21703333160242103	0.0	0.0	0.029791961219955563	0.1659378494078726	1.0
0.0	0.819672131147541	0.0	0.0	0.22714932126696832	0.5226866157098715	0.3419427768562323	0.5037045661999728	0.35401903603928797	0.0	0.014084507042253521	0.0	1.0	0.9495899179835967	1.0	1.0	0.6666666666666666	0.2235294117647059	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.7089552238805971	0.01646097658075572	0.0	0.0	0.026633227855203216	0.01963834272892932	1.0
0.0	0.9016393442622951	0.0	0.0	0.2895927601809955	0.5241502683363148	0.2827789123012142	0.4680472447316708	0.005841898284476699	0.0	0.09859154929577464	0.0	1.0	0.5591118223644729	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013930348258706454	0.016784080222018362	0.0	0.0	0.06272582418815503	0.030632068126642764	1.0
1.0	0.9344262295081968	0.0	0.0	0.893212669683258	0.42136932834607255	0.10114785847228565	0.719386641164624	0.43847483709177953	0.0	0.7183098591549296	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.21176470588235294	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.3074626865671642	0.2921837767353839	0.0	0.2	0.0	0.2140280805805115	1.0
1.0	0.819672131147541	0.0	0.0	0.7728506787330317	0.34607253211904376	0.04308134368256867	0.7089553899892479	0.44847730683739573	0.0	0.014084507042253521	0.0	1.0	0.8799759951990398	0.0	1.0	0.3333333333333333	0.3176470588235294	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.30845771144278605	0.008337227886152125	0.0	0.0	0.02468076034022308	0.013168887405887236	1.0
1.0	0.8688524590163934	1.0	0.0	0.7728506787330317	0.34607253211904376	0.04308134368256867	0.7089553899892479	0.44847730683739573	0.09090909090909091	0.4507042253521127	0.0	1.0	0.5557111422284456	1.0	1.0	0.6666666666666666	0.09411764705882353	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.7587064676616916	0.3561871462447857	0.0	0.0	0.2571702686325995	0.33456851760325745	1.0
0.0	0.819672131147541	0.0	0.0	0.7728506787330317	0.34607253211904376	0.04308134368256867	0.7089553899892479	0.44847730683739573	0.0	0.4084507042253521	0.0	1.0	0.9177835567113423	1.0	1.0	0.6666666666666666	0.2235294117647059	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.7308457711442786	0.3160992158966992	0.0	0.0	0.38611728270383094	0.34395658707798227	1.0
1.0	0.8852459016393442	0.0	0.0	0.7728506787330317	0.34607253211904376	0.04308134368256867	0.7089553899892479	0.44847730683739573	0.0	0.2676056338028169	0.0	1.0	0.8889777955591117	1.0	1.0	0.6666666666666666	0.15294117647058825	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.7990049751243781	0.21047317374321342	0.0	0.8	0.24933234587849817	0.23666615653639947	1.0
0.0	0.7540983606557377	0.0	0.0	0.07873303167420814	0.5862741909253537	0.4510864474965126	0.42359136213577786	0.007561221194216996	0.0	0.6338028169014085	0.0	1.0	0.04740948189637927	1.0	1.0	0.6666666666666666	0.23529411764705882	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5	1.0	0.0	0.9129353233830846	0.5603482595676181	0.0	0.0	0.030583047195852694	0.41497926445905714	1.0
1.0	0.9016393442622951	1.0	0.0	0.820814479638009	0.5953813628232233	0.4241300430700745	0.46090956782682624	0.2488933639835097	0.09090909090909091	0.08450704225352113	0.0	1.0	0.4382876575315063	1.0	1.0	0.0	0.12941176470588237	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.7696517412935323	0.07217904557492255	0.0	0.0	0.043024417065014926	0.06490445929118654	1.0
0.0	0.7540983606557377	0.0	0.0	0.8588235294117647	0.5974955277280859	0.4426090431528915	0.5043982418310355	0.02977943271843	0.0	0.04225352112676056	0.0	1.0	0.73874774954991	0.0	1.0	0.6666666666666666	0.21176470588235294	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6029850746268656	0.031612229472821794	0.0	0.0	0.0414394398438026	0.035032568890583746	1.0
0.0	0.7704918032786885	0.0	0.0	0.3176470588235294	0.6025369978858351	0.4357490655995522	0.4350507608915342	0.339865493854133	0.0	0.7605633802816901	0.0	1.0	0.747749549909982	1.0	1.0	0.6666666666666666	0.08235294117647059	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.5	1.0	0.0	0.8134328358208955	0.6335658525608849	0.0	0.6666666666666666	0.5767353396620212	0.6392174768956985	1.0
1.0	0.8524590163934426	1.0	0.0	0.4171945701357466	0.6386404293381037	0.35879722726228463	0.3078225183610857	0.0023082622489883544	0.09090909090909091	0.2676056338028169	0.0	1.0	0.10742148429685937	0.0	1.0	0.6666666666666666	0.2823529411764706	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5512437810945274	0.16670416976788469	0.0	0.0	0.030128593550124556	0.129563888798292	1.0
1.0	0.7540983606557377	0.0	0.0	0.7755656108597285	0.6669377134493414	0.5553376519287765	0.18619423254021267	0.2753481391416684	0.0	0.11267605633802817	0.0	1.0	0.9743948789757951	1.0	1.0	0.6666666666666666	0.17647058823529413	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.818407960199005	0.10382589329502248	0.0	0.0	0.12298020601898607	0.11167504200211914	1.0
1.0	0.819672131147541	0.0	0.0	0.7755656108597285	0.6679134818669702	0.5566663360371596	0.18724087945644802	0.13025058418982846	0.0	0.1267605633802817	0.0	1.0	0.10922184436887376	0.0	1.0	0.6666666666666666	0.2823529411764706	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5432835820895522	0.07729100675632793	0.0	0.2	0.01531677102268902	0.06285808426850246	1.0
1.0	0.9180327868852459	1.0	0.0	0.7755656108597285	0.6688892502845991	0.5530609860477538	0.18465413809863118	0.29044208446530007	0.0	0.0	0.0	1.0	0.7385477095419084	1.0	1.0	0.6666666666666666	0.07058823529411765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5502487562189055	0.006312060420380916	0.0	0.0	0.010357054691532575	0.007431176318582206	1.0
0.0	0.9180327868852459	0.0	0.0	0.7755656108597285	0.6714912993982761	0.5597383200342666	0.19109190697584225	0.013745084256321599	0.0	0.028169014084507043	0.0	1.0	0.8381676335267053	1.0	1.0	0.6666666666666666	0.12941176470588237	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6084577114427862	0.021486392143965756	0.0	0.0	0.03526223658520164	0.025852732918371632	1.0
0.0	0.8032786885245902	0.0	0.0	0.6561085972850679	0.6997885835095138	0.5136079556901177	0.21008380001288054	0.016262324980527005	0.0	0.04225352112676056	0.0	1.0	0.133626725345069	1.0	1.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.6601990049751243	0.0393782562788846	0.0	0.0	0.007495679885096165	0.030541749980974656	1.0
1.0	1.0	0.0	0.0	0.11493212669683257	0.7339404781265246	0.5610497816410046	0.26709390569553015	0.09633907707506127	0.0	0.014084507042253521	1.0	1.0	0.53250650130026	0.0	1.0	0.3333333333333333	0.12941176470588237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.2656716417910448	0.00765063264846901	0.0	0.0	0.014935254381830833	0.009766067639928315	1.0
1.0	0.7704918032786885	0.0	0.0	0.31493212669683257	0.738006179866645	0.5274086014063551	0.237647711508496	0.44556110720595776	0.0	0.09859154929577464	0.0	1.0	0.23144628925785157	0.0	1.0	0.6666666666666666	0.3176470588235294	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.5	0.8164179104477611	0.09387314720255714	0.0	0.0	0.025965573733701387	0.0755410935018603	1.0
1.0	0.8852459016393442	1.0	0.0	0.4850678733031674	0.7397950886322979	0.5332511756217827	0.2613461521529822	0.7211467218876456	0.18181818181818182	0.6056338028169014	0.0	0.0	0.0	0.0	1.0	0.0	0.32941176470588235	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.12039800995024877	0.15472625620964814	0.0	0.0	0.0	0.11190167364541599	1.0
1.0	0.9508196721311475	1.0	0.0	0.5909502262443439	0.7410961131891365	0.6308497103908776	0.20094651307799163	0.6073294450671581	0.09090909090909091	0.8591549295774648	0.0	1.0	0.14222844568913784	1.0	1.0	0.6666666666666666	0.18823529411764706	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5	1.0	0.0	0.8507462686567164	0.7344261160057467	0.0	0.0	0.12366188648757827	0.5688838935149063	1.0
0.0	0.9344262295081968	1.0	0.0	0.6995475113122172	0.7423971377459749	0.5398013607689911	0.24128050622097008	0.34821513384121433	0.09090909090909091	0.4507042253521127	0.0	1.0	0.6639327865573114	1.0	1.0	0.0	0.17647058823529413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6203980099502487	0.30436939977728933	0.0	0.0	0.3072527435534909	0.31194549467164756	1.0
0.0	0.7540983606557377	0.0	0.0	0.7954751131221719	0.7451618149292568	0.5539615527850008	0.22996435365942158	0.4185933848813572	0.0	0.04225352112676056	1.0	1.0	0.9901980396079215	1.0	1.0	0.6666666666666666	0.27058823529411763	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.7567164179104477	0.046803870320045696	0.0	0.0	0.05554433447788326	0.050246995040028504	1.0
1.0	0.9180327868852459	1.0	0.0	0.6995475113122172	0.7459749552772809	0.5452967208463179	0.23636720133044925	0.2712635598533351	0.09090909090909091	0.36619718309859156	0.0	1.0	0.21204240848169634	1.0	1.0	0.6666666666666666	0.27058823529411763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5696517412935324	0.21637558490413636	0.0	0.0	0.08028681074530399	0.18051419458375462	1.0
1.0	0.9180327868852459	0.0	0.0	0.0669683257918552	0.7648398113514393	0.5651094016892301	0.20327258197604836	0.20132226380682788	0.0	0.09859154929577464	1.0	1.0	0.8091618323664733	1.0	1.0	0.6666666666666666	0.3411764705882353	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.8194029850746268	0.09237879286171742	0.0	0.0	0.09077851836890416	0.09377950497293384	1.0
